timestamp,method_name,selection_strategy,evolution_type,dataset_name,current_sequence,seed,model_name,n_val_groups,n_test_groups,n_trials,train_error,val_error,test_error
2026-04-17 13:30:26.561868,MeanMask,PFI,wavelength,invivo,[735],1,mlp,1,1,30,10.713907325523865,4.188884600463815,5.534016648508766
2026-04-17 13:30:26.561868,MeanMask,PFI,wavelength,invivo,"[735, 850]",1,mlp,1,1,30,10.713790781301203,4.1899884262654785,5.547900322740525
2026-04-17 13:30:26.561868,MeanMask,PFI,wavelength,invivo,"[735, 850, 810]",1,mlp,1,1,30,10.713580107986068,4.189568503109765,5.5491573583045675
2026-04-17 13:30:26.561868,MeanMask,PFI,wavelength,invivo,[735],2,mlp,1,1,30,4.276113846386268,0.9193025063289292,12.3113977709283
2026-04-17 13:30:26.561868,MeanMask,PFI,wavelength,invivo,"[735, 850]",2,mlp,1,1,30,4.276113846386268,0.9193025063289292,12.3113977709283
2026-04-17 13:30:26.561868,MeanMask,PFI,wavelength,invivo,"[735, 850, 810]",2,mlp,1,1,30,4.276113846386268,0.9193025063289292,12.3113977709283
2026-04-17 13:30:26.580714,MeanMask,OURS,wavelength,invivo,[735],0,mlp,1,1,30,6.221987290264476,10.592806659334105,4.424132555472042
2026-04-17 13:30:26.580714,MeanMask,OURS,wavelength,invivo,"[735, 810]",0,mlp,1,1,30,6.221987290264476,10.592806659334105,4.424132555472042
2026-04-17 13:30:26.580714,MeanMask,OURS,wavelength,invivo,"[735, 810, 850]",0,mlp,1,1,30,6.221987290264476,10.592806659334105,4.424132555472042
2026-04-17 13:30:26.580714,MeanMask,OURS,wavelength,invivo,[735],1,mlp,1,1,30,10.713907325523865,4.188884600463815,5.534016648508766
2026-04-17 13:30:26.580714,MeanMask,OURS,wavelength,invivo,"[735, 810]",1,mlp,1,1,30,10.713696076510452,4.188464511120251,5.535273651587552
2026-04-17 13:30:26.580714,MeanMask,OURS,wavelength,invivo,"[735, 810, 850]",1,mlp,1,1,30,10.713580107986068,4.189568503109765,5.5491573583045675
2026-04-17 13:30:26.580714,MeanMask,OURS,wavelength,invivo,[735],2,mlp,1,1,30,4.276113846386268,0.9193025063289292,12.3113977709283
2026-04-17 13:30:26.580714,MeanMask,OURS,wavelength,invivo,"[735, 810]",2,mlp,1,1,30,4.276113846386268,0.9193025063289292,12.3113977709283
2026-04-17 13:30:26.580714,MeanMask,OURS,wavelength,invivo,"[735, 810, 850]",2,mlp,1,1,30,4.276113846386268,0.9193025063289292,12.3113977709283
2026-04-17 13:30:26.623876,MeanMask,SAGE,detector_distance,invivo,[30],0,mlp,1,1,30,6.221987290264476,10.592806659334105,4.424132555472042
2026-04-17 13:30:26.623876,MeanMask,SAGE,detector_distance,invivo,"[30, 100]",0,mlp,1,1,30,6.221987290264476,10.592806659334105,4.424132555472042
2026-04-17 13:30:26.623876,MeanMask,SAGE,detector_distance,invivo,"[30, 100, 45]",0,mlp,1,1,30,6.221987290264476,10.592806659334105,4.424132555472042
2026-04-17 13:30:26.623876,MeanMask,SAGE,detector_distance,invivo,"[30, 100, 45, 15]",0,mlp,1,1,30,6.221987290264476,10.592806659334105,4.424132555472042
2026-04-17 13:30:26.623876,MeanMask,SAGE,detector_distance,invivo,"[30, 100, 45, 15, 75]",0,mlp,1,1,30,6.221987290264476,10.592806659334105,4.424132555472042
2026-04-17 13:30:26.623876,MeanMask,SAGE,detector_distance,invivo,[30],1,mlp,1,1,30,10.71310661553999,4.189886318315608,5.538827288050281
2026-04-17 13:30:26.623876,MeanMask,SAGE,detector_distance,invivo,"[30, 100]",1,mlp,1,1,30,10.71327004611779,4.189517266938058,5.5398165290818255
2026-04-17 13:30:26.623876,MeanMask,SAGE,detector_distance,invivo,"[30, 100, 45]",1,mlp,1,1,30,10.71349896469549,4.189390543365744,5.54333247800624
2026-04-17 13:30:26.623876,MeanMask,SAGE,detector_distance,invivo,"[30, 100, 45, 15]",1,mlp,1,1,30,10.713395524389812,4.189853387202003,5.546522901456571
